KOI Name,NExScI Disposition,Kepler Name,Period,Time of Transit Epoch,First Transit Time (BJD),Impact Parameter,Duration,Transit Depth,r/R,Fitted Stellar Density,Planet Radius,Semi-major Axis,Inclination,Teq,Insolation Flux,a/R,Limb Darkening Coeff1,Limb Darkening Coeff2,Limb Darkening Coeff3,Limb Darkening Coeff4,Teff,log(g),Metallicity,Stellar Radius,Stellar Mass,Max single event sigma,Max Multievent sigma,Transit Model SNR,KOI count,Transit Number,Time err1,Time err2,Period err1,Period err2,Depth err1,Depth err2,Duration err1,Duration err2,Impact Parameter err1,Impact Parameter err2,r/R err1,r/R err2,a/R err1,a/R err2,Planet Radius err1,Planet Radius err2,Teff err1,Teff err2,log(g) err1,log(g) err2,Metallicity err1,Metallicity err2,Stellar Radius err1,Stellar Radius err2,Stellar Mass err2,Stellar Mass err1,Insolation Flux err1,Insolation Flux err2,Fitted Stellar Density err1,Fitted Stellar Density err2
K04859.01,CANDIDATE,,7.5019743000000005,135.0995,2454968.1,0.442,2.582,248.0,0.013999999999999999,2.80157,1.19,0.068,88.75,709.0,59.73,20.28,0.627,0.10800000000000001,0.0,0.0,4807.0,4.546,0.04,0.758,0.737,3.389,7.3839999999999995,9.1,1,176,0.011000000000000001,-0.011000000000000001,0.0001136,-0.0001136,31.1,-31.1,0.42700000000000005,-0.42700000000000005,0.036000000000000004,-0.442,0.000614,-0.002,9.7,-9.7,0.08,-0.12,143.0,-129.0,0.066,-0.039,0.25,-0.3,0.049,-0.07400000000000001,-0.054000000000000006,0.081,16.39,-16.11,18.71603,-1.1416899999999999
K03126.01,FALSE POSITIVE,,2.21396685,132.56407,2454965.5640000002,0.017,4.374,81.6,0.008,0.23644,0.84,0.032,89.75,1418.0,952.61,3.9419999999999997,0.33399999999999996,0.29600000000000004,0.0,0.0,5986.0,4.461,-0.38,0.93,0.912,3.589,15.943,19.1,1,469,0.008,-0.008,2.425e-05,-2.425e-05,5.2,-5.2,0.263,-0.263,0.45299999999999996,-0.017,0.000417,-0.000298,0.409,-0.409,0.24,-0.1,161.0,-179.0,0.081,-0.18899999999999997,0.3,-0.3,0.266,-0.114,-0.1,0.11,799.33,-303.09,0.02456,-0.1119
K06818.01,FALSE POSITIVE,,2.213964145,132.565776,2454965.566,0.634,6.7598,123355.0,0.345,0.11656,57.06,0.032,78.26,1891.0,3030.64,3.114,0.307,0.3,0.0,0.0,6256.0,4.037,-0.74,1.514,0.9109999999999999,432.07,4234.798,951.4,1,470,0.000166,-0.000166,4.51e-07,-4.51e-07,220.0,-220.0,0.013000000000000001,-0.013000000000000001,0.003,-0.002,0.000503,-0.000661,0.009000000000000001,-0.009000000000000001,14.85,-22.28,220.0,-198.0,0.428,-0.171,0.3,-0.3,0.39399999999999996,-0.591,-0.102,0.113,2496.24,-2040.23,0.00032,-0.00121
K02083.01,CANDIDATE,,7.72085047,136.563,2454969.563,0.963,1.8264,267.0,0.02,0.40645,2.53,0.076,84.91,1021.0,257.14,10.86,0.35100000000000003,0.289,0.0,0.0,5887.0,4.29,-0.06,1.177,0.985,4.75,25.245,25.0,1,127,0.002,-0.002,2.08e-05,-2.08e-05,12.7,-12.7,0.07,-0.07,0.028999999999999998,-0.7170000000000001,0.001,-0.005,5.4,-5.4,0.4,-0.4,105.0,-129.0,0.138,-0.113,0.15,-0.15,0.18600000000000003,-0.18600000000000003,-0.064,0.078,112.96,-90.31,17.10774,-0.46676999999999996
K04762.01,CANDIDATE,,11.56722589,132.25385,2454965.254,0.242,2.5069999999999997,373.7,0.017,5.97078,1.29,0.08800000000000001,89.6,568.0,24.64,34.8,0.674,0.07200000000000001,0.0,0.0,4597.0,4.59,-0.1,0.691,0.6779999999999999,3.713,9.788,11.5,1,86,0.006999999999999999,-0.006999999999999999,9.733e-05,-9.733e-05,38.2,-38.2,0.215,-0.215,0.20800000000000002,-0.242,0.001,-0.001,11.0,-11.0,0.08,-0.12,137.0,-137.0,0.055999999999999994,-0.024,0.3,-0.3,0.043,-0.064,-0.055,0.073,6.63,-6.66,1.89165,-3.1179900000000003
K00454.01,CONFIRMED,Kepler-558 b,29.00789166,170.55348999999998,2455003.5530000003,0.7609999999999999,5.0274,906.3,0.03,0.64367,2.64,0.17600000000000002,88.57,498.0,14.59,30.6,0.509,0.196,0.0,0.0,5295.0,4.566,-0.02,0.8009999999999999,0.861,9.033999999999999,36.559,44.1,1,34,0.002,-0.002,8.475e-05,-8.475e-05,23.1,-23.1,0.085,-0.085,0.10800000000000001,-0.542,0.002,-0.003,12.8,-12.8,0.43,-0.22,159.0,-143.0,0.037000000000000005,-0.105,0.3,-0.3,0.132,-0.066,-0.086,0.071,7.69,-3.58,1.34388,-0.03841
K04032.01,CONFIRMED,Kepler-1542 b,3.95116635,134.22411,2454967.224,0.374,2.5660000000000003,60.9,0.006999999999999999,1.6215899999999999,0.83,0.048,88.05,1160.0,427.07,11.02,0.46,0.22899999999999998,0.0,0.0,5574.0,4.354,0.12,1.065,0.9329999999999999,4.388,16.38,20.4,5,341,0.004,-0.004,1.692e-05,-1.692e-05,3.3,-3.3,0.10800000000000001,-0.10800000000000001,0.08800000000000001,-0.374,0.000267,-0.000299,4.3,-4.3,0.13,-0.11,111.0,-100.0,0.132,-0.10800000000000001,0.15,-0.15,0.166,-0.15,-0.053,0.067,190.34,-133.85,0.62638,-0.43113999999999997
K04032.02,CONFIRMED,Kepler-1542 c,2.89223998,132.86231999999998,2454965.8619999997,0.017,2.521,44.3,0.006,1.5587600000000001,0.7,0.039,89.89,1287.0,647.55,8.83,0.46,0.22899999999999998,0.0,0.0,5574.0,4.354,0.12,1.065,0.9329999999999999,4.535,13.169,17.3,5,407,0.005,-0.005,1.616e-05,-1.616e-05,2.9,-2.9,0.121,-0.121,0.431,-0.016,0.00035299999999999996,-0.000182,1.2,-1.2,0.11,-0.1,111.0,-100.0,0.132,-0.10800000000000001,0.15,-0.15,0.166,-0.15,-0.053,0.067,288.6,-202.95,0.21424,-0.63312
K04032.03,CONFIRMED,Kepler-1542 d,5.99273265,131.75079,2454964.751,0.505,2.6502,69.8,0.008,1.8073599999999999,0.91,0.063,88.08,1010.0,245.32,15.08,0.46,0.22899999999999998,0.0,0.0,5574.0,4.354,0.12,1.065,0.9329999999999999,3.475,15.085,19.2,5,200,0.003,-0.003,2.357e-05,-2.357e-05,3.9,-3.9,0.094,-0.094,0.419,-0.302,0.000117,-0.0005,4.1,-4.1,0.14,-0.13,111.0,-100.0,0.132,-0.10800000000000001,0.15,-0.15,0.166,-0.15,-0.053,0.067,109.34,-76.88,0.98925,-1.52772
K04032.04,CONFIRMED,Kepler-1542 e,5.10110666,132.42955,2454965.43,0.083,2.657,65.1,0.006999999999999999,2.327,0.85,0.057,89.68,1065.0,304.8,14.74,0.46,0.22899999999999998,0.0,0.0,5574.0,4.354,0.12,1.065,0.9329999999999999,3.54,14.822000000000001,19.5,5,246,0.004,-0.004,2.355e-05,-2.355e-05,3.7,-3.7,0.11199999999999999,-0.11199999999999999,0.355,-0.083,0.000379,-0.000194,1.9,-1.9,0.13,-0.12,111.0,-100.0,0.132,-0.10800000000000001,0.15,-0.15,0.166,-0.15,-0.053,0.067,135.84,-95.53,0.29586999999999997,-0.8613799999999999
K04032.05,CANDIDATE,,7.23524221,135.23173,2454968.232,0.182,2.685,60.0,0.006999999999999999,3.0664599999999997,0.82,0.07200000000000001,89.49,948.0,191.14,20.4,0.46,0.22899999999999998,0.0,0.0,5574.0,4.354,0.12,1.065,0.9329999999999999,5.871,9.037,15.2,5,137,0.005,-0.005,4.586e-05,-4.586e-05,4.4,-4.4,0.16899999999999998,-0.16899999999999998,0.264,-0.182,0.000429,-0.00023999999999999998,3.8,-3.8,0.12,-0.12,111.0,-100.0,0.132,-0.10800000000000001,0.15,-0.15,0.166,-0.15,-0.053,0.067,85.18000000000002,-59.91,0.5775100000000001,-1.39258
K00455.01,FALSE POSITIVE,,47.878243,193.20518,2455026.205,1.0759999999999998,4.066,910.0,0.12,0.18024,8.15,0.21899999999999997,87.79,317.0,2.38,28.0,0.644,0.10099999999999999,0.0,0.0,4254.0,4.6339999999999995,-0.16,0.624,0.612,14.353,31.666999999999998,30.9,1,27,0.003,-0.003,0.0001965,-0.0001965,34.7,-34.7,0.158,-0.158,64.49,-0.114,64.556,-0.083,14.0,-14.0,0.53,-0.72,128.0,-128.0,0.049,-0.021,0.3,-0.3,0.04,-0.055,-0.05,0.062,0.65,-0.63,48.49488,-0.0701
K01360.01,CONFIRMED,Kepler-290 c,36.7704935,164.29112,2454997.2909999997,0.545,4.42,1346.6,0.034,2.44273,2.83,0.204,89.44,437.0,8.6,55.9,0.49700000000000005,0.204,0.0,0.0,5142.0,4.602,-0.06,0.755,0.84,9.496,32.536,40.8,3,37,0.003,-0.003,0.00012849999999999998,-0.00012849999999999998,34.0,-34.0,0.105,-0.105,0.368,-0.319,0.006999999999999999,-0.001,21.0,-21.0,0.36,-0.25,153.0,-153.0,0.033,-0.083,0.3,-0.3,0.09699999999999999,-0.065,-0.09,0.065,3.72,-2.23,1.8336599999999998,-0.07861
K01360.02,CONFIRMED,Kepler-290 b,14.58932429,141.93498,2454974.935,0.6940000000000001,2.4184,831.3,0.027999999999999997,3.795,2.32,0.11,88.86,594.0,29.53,35.0,0.49700000000000005,0.204,0.0,0.0,5142.0,4.602,-0.06,0.755,0.84,4.78,25.365,29.3,3,94,0.003,-0.003,4.34e-05,-4.34e-05,30.8,-30.8,0.077,-0.077,0.204,-0.47700000000000004,0.005,-0.002,15.9,-15.9,0.3,-0.2,153.0,-153.0,0.033,-0.083,0.3,-0.3,0.09699999999999999,-0.065,-0.09,0.065,12.75,-7.67,5.19214,-2.9988799999999998
K01360.03,CANDIDATE,,0.764017553,132.2214,2454965.221,0.442,1.103,128.2,0.01,3.7212,0.86,0.015,84.79,1589.0,1503.79,4.86,0.49700000000000005,0.204,0.0,0.0,5142.0,4.602,-0.06,0.755,0.84,3.475,11.505,13.2,3,1685,0.004,-0.004,3.7669999999999997e-06,-3.7669999999999997e-06,13.0,-13.0,0.14300000000000002,-0.14300000000000002,0.5,-0.237,0.000436,-0.000901,2.1,-2.1,0.12,-0.07,153.0,-153.0,0.033,-0.083,0.3,-0.3,0.09699999999999999,-0.065,-0.09,0.065,649.53,-390.73,1.62144,-3.5058
K02028.01,CONFIRMED,Kepler-351 c,57.24885179999999,184.6864,2455017.6859999998,0.022000000000000002,6.082999999999999,1455.6,0.035,2.3736,3.19,0.282,89.98,431.0,8.17,74.36,0.39299999999999996,0.268,0.0,0.0,5642.0,4.542,-0.14,0.846,0.91,8.792,27.802,29.8,3,23,0.004,-0.004,0.000324,-0.000324,51.9,-51.9,0.134,-0.134,0.41700000000000004,-0.022000000000000002,0.001,-0.000618,3.5,-3.5,0.88,-0.29,169.0,-169.0,0.044000000000000004,-0.17600000000000002,0.3,-0.3,0.233,-0.078,-0.095,0.10400000000000001,6.79,-2.21,0.11319000000000001,-0.8217200000000001
K02028.02,CONFIRMED,Kepler-351 b,37.055172600000006,200.20176,2455033.202,0.884,5.439,1028.8,0.035,0.30132,3.19,0.21100000000000002,88.19,498.0,14.59,28.0,0.39299999999999996,0.268,0.0,0.0,5642.0,4.542,-0.14,0.846,0.91,8.936,22.671,23.2,3,37,0.006,-0.006,0.0002608,-0.0002608,47.5,-47.5,0.16,-0.16,0.054000000000000006,-0.595,0.004,-0.005,13.4,-13.4,0.88,-0.29,169.0,-169.0,0.044000000000000004,-0.17600000000000002,0.3,-0.3,0.233,-0.078,-0.095,0.10400000000000001,12.12,-3.94,2.3083099999999996,-0.1992
K02028.03,CONFIRMED,Kepler-351 d,142.545,202.88,2455035.88,0.015,8.75,905.4,0.027000000000000003,1.9445700000000001,2.52,0.518,89.99,318.0,2.42,127.83,0.39299999999999996,0.268,0.0,0.0,5642.0,4.542,-0.14,0.846,0.91,5.182,11.703,13.7,3,8,0.012,-0.012,0.003,-0.003,68.1,-68.1,0.426,-0.426,0.451,-0.015,0.002,-0.001,4.6,-4.6,0.69,-0.23,169.0,-169.0,0.044000000000000004,-0.17600000000000002,0.3,-0.3,0.233,-0.078,-0.095,0.10400000000000001,2.01,-0.65,0.06957999999999999,-0.98444
K04310.01,CANDIDATE,,10.7769944,140.2902,2454973.29,0.069,2.616,185.6,0.012,5.23259,1.15,0.087,89.87,752.0,75.83,31.79,0.42100000000000004,0.252,0.0,0.0,5455.0,4.457,-0.34,0.852,0.759,3.998,11.673,11.3,1,122,0.01,-0.01,0.00012090000000000001,-0.00012090000000000001,19.5,-19.5,0.235,-0.235,0.381,-0.069,0.00084,-0.00073,7.6,-7.6,0.25,-0.17,162.0,-162.0,0.124,-0.17,0.35,-0.3,0.19,-0.127,-0.052000000000000005,0.122,51.67,-27.16,1.24433,-2.73627
K06820.01,FALSE POSITIVE,,20.726069913,143.201391,2454976.201,0.9890000000000001,6.47393,118864.0,0.527,1.01817,51.9,0.147,88.01,657.0,43.93,28.488000000000003,0.345,0.292,0.0,0.0,6011.0,4.522,-0.24,0.902,0.988,1076.938,4660.48,1216.8,1,66,0.000129,-0.000129,3.191e-06,-3.191e-06,111.0,-111.0,0.008,-0.008,0.059000000000000004,-0.083,0.044000000000000004,-0.063,0.523,-0.523,15.14,-5.06,162.0,-162.0,0.036000000000000004,-0.204,0.3,-0.3,0.263,-0.08800000000000001,-0.12,0.12,37.58,-11.86,0.018690000000000002,-0.03791
K03083.01,CANDIDATE,,10.18318233,133.21403999999998,2454966.214,0.449,3.137,51.5,0.006999999999999999,2.03762,0.79,0.096,88.85,867.0,133.56,22.35,0.428,0.251,0.0,0.0,5843.0,4.421,0.4,1.084,1.131,3.15,9.235,11.2,3,130,0.008,-0.008,9.811e-05,-9.811e-05,5.1,-5.1,0.22,-0.22,0.512,-0.255,0.000303,-0.000487,6.2,-6.2,0.13,-0.05,104.0,-127.0,0.04,-0.12,0.05,-0.15,0.177,-0.071,-0.068,0.061,60.39,-26.74,1.12815,-0.77495
K03083.02,CANDIDATE,,6.2321233,135.2369,2454968.2369999997,0.32,2.85,31.7,0.005,1.97002,0.61,0.069,88.85,1021.0,256.72,15.93,0.428,0.251,0.0,0.0,5843.0,4.421,0.4,1.084,1.131,3.429,7.353,8.5,3,199,0.013999999999999999,-0.013999999999999999,0.000125,-0.000125,4.8,-4.8,0.527,-0.527,0.13699999999999998,-0.32,0.000245,-0.000701,1.6,-1.6,0.1,-0.04,104.0,-127.0,0.04,-0.12,0.05,-0.15,0.177,-0.071,-0.068,0.061,116.08,-51.4,0.20085999999999998,-1.93813
K03083.03,CANDIDATE,,8.2942929,134.8478,2454967.848,0.006,3.9760000000000004,36.8,0.005,1.13386,0.65,0.084,89.98,928.0,175.39,16.04,0.428,0.251,0.0,0.0,5843.0,4.421,0.4,1.084,1.131,3.015,7.5729999999999995,10.1,3,154,0.015,-0.015,0.0001518,-0.0001518,4.1,-4.1,0.385,-0.385,0.455,-0.006,0.000433,-0.000315,2.3,-2.3,0.1,-0.04,104.0,-127.0,0.04,-0.12,0.05,-0.15,0.177,-0.071,-0.068,0.061,79.3,-35.11,0.16366,-0.63676
K08134.01,FALSE POSITIVE,,212.76049500000002,254.4527,2455087.453,0.036000000000000004,3.7030000000000003,195.8,0.013000000000000001,36.6743,2.8,0.804,90.0,485.0,13.13,444.39,0.256,0.327,0.0,0.0,7021.0,4.031000000000001,-0.06,1.976,1.526,4.377,7.255,9.2,1,7,0.012,-0.012,0.004,-0.004,25.4,-25.4,0.436,-0.436,0.42700000000000005,-0.036000000000000004,0.000868,-0.001,7.8,-7.8,0.64,-0.63,197.0,-246.0,0.171,-0.14,0.25,-0.3,0.44799999999999995,-0.44799999999999995,-0.226,0.185,8.949999999999998,-6.32,0.64053,-27.478
K08267.01,FALSE POSITIVE,,269.331027,232.6164,2455065.616,0.679,4.891,515.7,0.022000000000000002,8.64594,2.54,0.8340000000000001,89.88,304.0,2.02,321.0,0.319,0.302,0.0,0.0,6129.0,4.419,-0.06,1.055,1.06,4.666,7.166,7.9,1,5,0.025,-0.025,0.008,-0.008,81.7,-81.7,0.6890000000000001,-0.6890000000000001,0.046,-0.499,0.000825,-0.003,158.0,-158.0,0.86,-0.34,193.0,-236.0,0.07200000000000001,-0.217,0.25,-0.3,0.358,-0.14300000000000002,-0.135,0.166,2.08,-0.73,25.43608,-8.243160000000001
K03100.01,FALSE POSITIVE,,0.812587678,131.56261,2454964.563,0.515,1.1144,62.9,0.008,3.32151,1.54,0.019,83.93,2717.0,12840.3,4.88,0.324,0.305,0.0,0.0,6143.0,4.0089999999999995,0.06,1.8769999999999998,1.3119999999999998,14.964,14.514000000000001,21.7,1,1644,0.002,-0.002,2.006e-06,-2.006e-06,3.6,-3.6,0.063,-0.063,0.42,-0.31,7.6e-05,-0.0004980000000000001,1.3,-1.3,0.31,-0.47,167.0,-186.0,0.259,-0.111,0.25,-0.25,0.38299999999999995,-0.575,-0.23800000000000002,0.159,7883.0,-7376.98,1.74373,-0.8472799999999999
K05353.01,CANDIDATE,,0.8125923620000001,131.55642,2454964.556,1.0070000000000001,1.5646,6945.8,0.14400000000000002,0.39595,25.84,0.019,65.19,2912.0,16928.43,2.4,0.256,0.326,0.0,0.0,7117.0,4.1530000000000005,-0.22,1.64,1.3980000000000001,32.124,282.015,226.6,1,220,0.002,-0.002,1.385e-06,-1.385e-06,38.2,-38.2,0.011000000000000001,-0.011000000000000001,0.622,-0.05,0.573,-0.033,1.1,-1.1,7.59,-5.53,199.0,-313.0,0.14800000000000002,-0.18100000000000002,0.25,-0.35,0.48200000000000004,-0.35100000000000003,-0.235,0.214,14718.14,-8192.6,0.17711,-0.04372
K02420.01,CONFIRMED,Kepler-1231 b,10.41728722,137.45784,2454970.458,0.12,4.125,210.4,0.013000000000000001,1.2762,1.64,0.091,89.65,870.0,135.34,19.42,0.46,0.22899999999999998,0.0,0.0,5557.0,4.288,0.14,1.151,0.9359999999999999,4.123,17.483,20.3,2,130,0.005,-0.005,6.695e-05,-6.695e-05,11.4,-11.4,0.153,-0.153,0.32,-0.12,0.000594,-0.000396,1.4,-1.4,0.24,-0.26,83.0,-75.0,0.162,-0.10800000000000001,0.15,-0.15,0.166,-0.184,-0.046,0.069,52.68,-44.87,0.09071,-0.48086999999999996
K02420.02,CANDIDATE,,5.4675514000000005,133.42478,2454966.425,0.27,3.283,87.2,0.008,1.1995,1.07,0.059000000000000004,88.75,1078.0,319.36,12.38,0.46,0.22899999999999998,0.0,0.0,5557.0,4.288,0.14,1.151,0.9359999999999999,3.252,8.627,10.4,2,236,0.009000000000000001,-0.009000000000000001,6.16e-05,-6.16e-05,9.6,-9.6,0.256,-0.256,0.19,-0.27,0.000595,-0.000539,4.2,-4.2,0.15,-0.17,83.0,-75.0,0.162,-0.10800000000000001,0.15,-0.15,0.166,-0.184,-0.046,0.069,124.31,-105.87,0.41048,-0.5569
K06153.01,FALSE POSITIVE,,1.51918335,131.913532,2454964.914,0.336,5.45573,499989.0,0.691,0.40668000000000004,128.17,0.028999999999999998,84.75,2517.0,9460.59,3.675,0.226,0.335,0.0,0.0,7426.0,4.1160000000000005,-0.46,1.6980000000000002,1.3730000000000002,1010.373,5719.616999999999,899.3,1,0,0.000692,-0.000692,1.034e-06,-1.034e-06,796.0,-796.0,0.008,-0.008,0.017,-0.012,0.005,-0.005,0.012,-0.012,34.57,-34.57,233.0,-311.0,0.198,-0.162,0.3,-0.3,0.45799999999999996,-0.45799999999999996,-0.22,0.198,7798.13,-5208.86,0.00128,-0.004070000000000001
K00872.01,CONFIRMED,Kepler-46 b,33.60123371,186.680343,2455019.68,0.67,4.4056,7425.9,0.083,2.04292,8.46,0.196,89.23,495.0,14.22,49.6,0.5479999999999999,0.174,0.0,0.0,5149.0,4.447,0.42,0.93,0.882,44.199,173.798,247.9,2,39,0.000412,-0.000412,1.767e-05,-1.767e-05,33.2,-33.2,0.057999999999999996,-0.057999999999999996,0.027999999999999997,-0.073,0.0006900000000000001,-0.002,10.9,-10.9,0.4,-0.5,113.0,-82.0,0.054000000000000006,-0.036000000000000004,0.05,-0.15,0.044000000000000004,-0.055,-0.028999999999999998,0.04,2.79,-2.41,0.44988,-0.25954
K00872.02,CONFIRMED,Kepler-46 d,6.76652928,138.0637,2454971.0640000002,0.429,2.9004,450.7,0.019,1.8539900000000002,1.97,0.067,88.51,845.0,120.48,16.49,0.5479999999999999,0.174,0.0,0.0,5149.0,4.447,0.42,0.93,0.882,4.928999999999999,16.79,29.2,2,194,0.002,-0.002,1.577e-05,-1.577e-05,17.2,-17.2,0.055,-0.055,0.031,-0.429,0.00037999999999999997,-0.0009339999999999999,7.4,-7.4,0.09,-0.12,113.0,-82.0,0.054000000000000006,-0.036000000000000004,0.05,-0.15,0.044000000000000004,-0.055,-0.028999999999999998,0.04,23.66,-20.46,0.82905,-0.19641
K03012.01,FALSE POSITIVE,,1.086486129,131.96598,2454964.966,0.524,0.8383,66.0,0.008,10.01987,1.69,0.021,86.48,2539.0,9816.28,8.55,0.335,0.295,0.0,0.0,5911.0,3.861,-0.38,2.0,1.06,3.53,16.298,20.2,1,1228,0.002,-0.002,2.41e-06,-2.41e-06,4.5,-4.5,0.063,-0.063,0.013000000000000001,-0.456,0.000225,-0.000452,3.7,-3.7,0.33,-0.59,177.0,-159.0,0.315,-0.126,0.35,-0.25,0.379,-0.7040000000000001,-0.17300000000000001,0.17300000000000001,5812.69,-6120.31,8.66947,-1.66547
K06821.01,FALSE POSITIVE,,0.566801447,131.79977,2454964.8,0.615,2.352,16.2,0.004,0.2665,0.57,0.013000000000000001,68.18,2633.0,11321.32,1.6540000000000001,0.34700000000000003,0.29100000000000004,0.0,0.0,5966.0,4.184,-0.1,1.349,1.014,4.743,9.085,13.8,1,2380,0.008,-0.008,5.436e-06,-5.436e-06,1.5,-1.5,0.24600000000000002,-0.24600000000000002,0.344,-0.392,5.4e-05,-0.000364,0.52,-0.52,0.09,-0.11,80.0,-80.0,0.17600000000000002,-0.10800000000000001,0.15,-0.15,0.21100000000000002,-0.258,-0.071,0.087,4647.1,-4305.62,0.16743,-0.08834
K03357.01,FALSE POSITIVE,,52.802767576,167.270294,2455000.27,1.473,5.6184,52110.3,0.7709999999999999,2.3875900000000003,75.82,0.268,88.8,472.0,11.73,70.6,0.386,0.271,0.0,0.0,5835.0,4.492,-0.24,0.9009999999999999,0.9179999999999999,374.215,1409.559,1238.8,1,23,0.000105,-0.000105,7.122000000000001e-06,-7.122000000000001e-06,54.8,-54.8,0.01,-0.01,0.166,-0.129,0.16699999999999998,-0.10800000000000001,5.8,-5.8,22.13,-8.83,157.0,-174.0,0.065,-0.195,0.3,-0.3,0.263,-0.105,-0.099,0.11,10.03,-3.62,0.19592,-0.22616999999999998
K06822.01,FALSE POSITIVE,,0.566794934,131.84569,2454964.846,0.9740000000000001,4.399,68.9,0.01,0.060520000000000004,1.15,0.013999999999999999,15.15,2457.0,8648.94,1.0090000000000001,0.28600000000000003,0.312,0.0,0.0,6395.0,4.436,-0.26,1.0490000000000002,1.094,4.196000000000001,7.848,21.7,1,1222,0.008,-0.008,5.426e-06,-5.426e-06,4.9,-4.9,0.26899999999999996,-0.26899999999999996,0.003,-0.679,2.5e-05,-0.003,0.319,-0.319,0.35,-0.15,176.0,-242.0,0.065,-0.20800000000000002,0.25,-0.3,0.325,-0.139,-0.157,0.157,7891.57,-3070.92,0.038310000000000004,-0.00011999999999999999
K06823.01,FALSE POSITIVE,,0.5668002870000001,131.815992,2454964.816,0.648,3.487,73.9,0.008,0.11559000000000001,0.88,0.013999999999999999,58.84,2260.0,6188.18,1.252,0.35100000000000003,0.289,0.0,0.0,6075.0,4.486000000000001,-0.12,0.9690000000000001,1.048,4.438,11.459000000000001,23.3,1,2369,0.000695,-0.000695,2.885e-06,-2.885e-06,4.4,-4.4,0.327,-0.327,0.28300000000000003,-0.43,0.001,-0.000411,0.44299999999999995,-0.44299999999999995,0.27,-0.09,189.0,-210.0,0.052000000000000005,-0.20800000000000002,0.25,-0.3,0.3,-0.1,-0.139,0.139,5808.48,-1864.62,0.04091,-0.05127999999999999
K07811.01,FALSE POSITIVE,,0.566814046,131.79379,2454964.794,0.633,4.0489999999999995,42.1,0.006,0.09194,0.56,0.013000000000000001,56.95,2039.0,4073.9,1.16,0.373,0.27899999999999997,0.0,0.0,5724.0,4.53,-0.38,0.8270000000000001,0.845,3.931,11.934000000000001,23.8,1,2372,0.01,-0.01,5.292999999999999e-06,-5.292999999999999e-06,2.7,-2.7,0.212,-0.212,0.305,-0.395,0.0,-0.000542,0.369,-0.369,0.14,-0.06,154.0,-154.0,0.055,-0.165,0.3,-0.3,0.205,-0.08800000000000001,-0.08,0.098,2980.79,-1157.08,0.02926,-0.00315
K06824.01,FALSE POSITIVE,,0.566791946,131.8145,2454964.8140000002,0.982,2.77,125.7,0.013999999999999999,0.0722,1.54,0.013999999999999999,23.41,2160.0,5129.25,1.07,0.419,0.256,0.0,0.0,5836.0,4.5,0.21,0.97,1.087,3.5989999999999998,13.419,14.1,1,2011,0.006999999999999999,-0.006999999999999999,4.009e-06,-4.009e-06,11.6,-11.6,0.131,-0.131,0.006999999999999999,-0.698,0.000377,-0.005,0.517,-0.517,0.43,-0.15,182.0,-203.0,0.037000000000000005,-0.2,0.2,-0.3,0.273,-0.091,-0.15,0.11199999999999999,4394.34,-1473.42,0.5232899999999999,-0.0032
K03174.01,FALSE POSITIVE,,0.566800926,131.81666,2454964.817,0.971,4.407,264.5,0.02,0.06592,2.19,0.013000000000000001,20.83,2200.0,5563.01,1.038,0.40399999999999997,0.262,0.0,0.0,5780.0,4.438,0.0,1.0,1.0,3.977,12.710999999999999,63.2,1,2356,0.003,-0.003,1.412e-06,-1.412e-06,9.9,-9.9,0.201,-0.201,0.005,-0.006999999999999999,0.000521,-0.000793,0.012,-0.012,0.0,0.0,,,,,0.0,0.0,,,,,0.0,0.0,0.00075,-0.00085
K05355.01,FALSE POSITIVE,,0.566805859,131.80997,2454964.81,0.7240000000000001,3.835,61.1,0.008,0.09168,1.25,0.015,51.32,2858.0,15850.69,1.159,0.29600000000000004,0.317,0.0,0.0,6413.0,4.203,0.12,1.494,1.2990000000000002,4.216,13.068,21.5,1,2313,0.005,-0.005,3.705e-06,-3.705e-06,3.8,-3.8,0.19699999999999998,-0.19699999999999998,0.016,-0.552,0.001,-0.0005480000000000001,0.516,-0.516,0.42,-0.27,177.0,-243.0,0.153,-0.187,0.2,-0.35,0.489,-0.326,-0.215,0.196,15287.2,-7549.73,0.040839999999999994,-0.026680000000000002
K00672.01,CONFIRMED,Kepler-209 b,16.08786246,172.81384,2455005.8140000002,0.8240000000000001,3.095,612.5,0.026000000000000002,1.0419100000000001,2.56,0.121,88.05,668.0,47.17,24.2,0.45299999999999996,0.233,0.0,0.0,5506.0,4.473,0.04,0.914,0.904,6.865,47.688,63.7,3,83,0.001,-0.001,2.474e-05,-2.474e-05,10.4,-10.4,0.042,-0.042,0.045,-0.574,0.00023999999999999998,-0.003,11.6,-11.6,0.31,-0.21,110.0,,0.064,-0.096,0.15,-0.15,0.111,-0.07400000000000001,-0.05,0.055999999999999994,17.03,-10.12,3.5026900000000003,-0.056470000000000006
