Row ID,K2 Name,K2 ID,Alt Name,RA (J2000),RA Error,Dec (J2000),Dec Error,Disc Method,Number of Planets,Planet Radius,Planet Radius err1,Planet Radius err2,Planet Radius Limit Flag,# Planet Radius Measurements,Semi-Major Axis,Semi-Major Axis err1,Semi-Major Axis err2,Semi-Major Axis Flag,# Semi-Major Axis Measurements,Orbital Eccentricity,Orbital Eccentricity err1,Orbital Eccentricity err2,Orbital Eccentricity Limit Flag,# Orbital Eccentricity Measurements,Orbital Inclination,Orbital Inclination err1,Orbital Inclination err2,Orbital Inclination Limit Flag,# Orbital Inclination Measurements,Planet Mass,Planet mass err1,Planet mass err2,Planet mass Limit Flag,# Planet mass Measurements,Planet mass Provenence,Planet Density,Planet Density err1,Planet Density err2,Planet Density Limit Flag,# Planet Density Measurements,Period,Period err1,Period err2,Period Limit Flag,# Period Measurements,Kepler Flag,K2 Flag,Stellar Mass,Stellar Mass err1,Stellar Mass err2,Stellar Mass Limit Flag,# Stellar Mass Measurements,Stellar Radius,Stellar Radius err1,Stellar Radius err2,Stellar Radius Limit Flag,# Stellar radius Measurements,Stellar Distance,Stellar Distance err1,Stellar Distance err2,Stellar  Distance limit Flag,# Stellar Distance Measurements,Stellar Optical mag,Stellar Optical mag err,Stellar Optical mag Limit Flag,Optical Mag Band Name,Stellar Teff,Stellar Teff err1,Stellar Teff err2,Stellar Teff Limit Flag,# Stellar Teff Measurements,# of Planet Notes,Last Update,Gaia gmag,Gaia gmag Err,Gaia gmag Limit Flag,Kepmag,K2 Campaign,Discovery Facility
160,K2-218 b,220503236,K2-218 b,00 51 14.318,0.0,+06 50 47.26,0.0,Transit,1,0.229,0.025,-0.014,0,1,,,,,0,,,,,0,88.453,1.079,-1.840,0,1,,,,,0,,,,,,0,8.680,4.170e-4,-4.300e-4,0,1,0,1,1.050,0.030,-0.030,0.000,1,1.010,0.080,-0.050,0,1,,,,,0,12.876,0.040,0,V (Johnson),5757,50,-50,0,1,0,2018-02-15,,,,12.713,8,K2
161,K2-219 b,220592745,K2-219 b,00 51 22.874,0.0,+08 52 03.50,0.0,Transit,3,0.120,0.018,-0.016,0,1,,,,,0,,,,,0,86.795,2.295,-4.798,0,1,,,,,0,,,,,,0,3.901,6.600e-4,-6.770e-4,0,1,0,1,1.020,0.030,-0.030,0.000,1,1.190,0.160,-0.140,0,1,,,,,0,12.090,0.228,0,V (Johnson),5753,50,-50,0,1,0,2018-02-15,,,,11.923,8,K2
162,K2-219 c,220592745,K2-219 c,00 51 22.874,0.0,+08 52 03.50,0.0,Transit,3,0.128,0.019,-0.017,0,1,,,,,0,,,,,0,87.269,1.983,-4.913,0,1,,,,,0,,,,,,0,6.668,0.001,-0.002,0,1,0,1,1.020,0.030,-0.030,0.000,1,1.190,0.160,-0.140,0,1,,,,,0,12.090,0.228,0,V (Johnson),5753,50,-50,0,1,0,2018-02-15,,,,11.923,8,K2
163,K2-219 d,220592745,K2-219 d,00 51 22.874,0.0,+08 52 03.50,0.0,Transit,3,0.230,0.032,-0.029,0,1,,,,,0,,,,,0,88.287,1.201,-2.037,0,1,,,,,0,,,,,,0,11.137,8.080e-4,-7.860e-4,0,1,0,1,1.020,0.030,-0.030,0.000,1,1.190,0.160,-0.140,0,1,,,,,0,12.090,0.228,0,V (Johnson),5753,50,-50,0,1,0,2018-02-15,,,,11.923,8,K2
164,K2-220 b,220621788,K2-220 b,00 51 04.767,0.0,+09 31 00.50,0.0,Transit,1,0.198,0.024,-0.013,0,1,,,,,0,,,,,0,88.883,0.799,-1.882,0,1,,,,,0,,,,,,0,13.683,7.210e-4,-6.860e-4,0,1,0,1,0.960,0.030,-0.030,0.000,1,0.930,0.090,-0.040,0,1,,,,,0,11.890,0.020,0,V (Johnson),5599,50,-50,0,1,0,2018-02-15,,,,11.752,8,K2
165,K2-221 b,220650439,K2-221 b,01 06 37.196,0.0,+10 11 22.87,0.0,Transit,1,0.150,0.015,-0.009,0,1,,,,,0,,,,,0,85.447,3.166,-5.793,0,1,,,,,0,,,,,,0,2.399,1.250e-4,-1.180e-4,0,1,0,1,1.010,0.020,-0.020,0.000,1,0.950,0.040,-0.030,0,1,,,,,0,12.703,0.170,0,V (Johnson),5716,50,-50,0,1,0,2018-02-15,,,,12.232,8,K2
166,K2-222 b,220709978,K2-222 b,01 05 50.947,0.0,+11 45 12.32,0.0,Transit,1,0.198,0.030,-0.020,0,1,,,,,0,,,,,0,88.791,0.892,-1.752,0,1,,,,,0,,,,,,0,15.389,9.930e-4,-9.630e-4,0,1,0,1,0.950,0.040,-0.040,0.000,1,1.040,0.130,-0.100,0,1,,,,,0,9.543,0.028,0,V (Johnson),5934,50,-50,0,1,0,2018-02-15,,,,9.443,8,K2
167,K2-223 b,228721452,K2-223 b,12 21 13.476,0.0,-10 16 55.33,0.0,Transit,2,0.079,0.009,-0.007,0,2,0.013,1.000e-4,-1.000e-4,0,1,,,,0,0,,,,0,1,0.003,0.003,-0.002,0,1,Mass,,,,0,0,0.506,6.000e-5,-5.000e-5,0,2,0,1,1.060,0.020,-0.020,0.000,2,0.990,0.010,-0.010,0,2,201.100,2.500,-2.500,0,1,11.431,0.020,0,V (Johnson),5835,38,-40,0,2,0,2018-07-12,,,,11.325,10,K2
168,K2-223 c,228721452,K2-223 c,12 21 13.476,0.0,-10 16 55.33,0.0,Transit,2,0.140,0.010,-0.006,0,2,0.055,3.000e-4,-3.000e-4,0,1,,,,0,0,,,,0,1,0.016,0.008,-0.007,0,1,Mass,,,,0,0,4.563,5.100e-4,-4.900e-4,0,2,0,1,1.060,0.020,-0.020,0.000,2,0.990,0.010,-0.010,0,2,201.100,2.500,-2.500,0,1,11.431,0.020,0,V (Johnson),5835,38,-40,0,2,0,2018-07-12,,,,11.325,10,K2
169,K2-224 b,228725972,K2-224 b,12 38 48.981,0.0,-10 03 38.35,0.0,Transit,2,0.139,0.014,-0.012,0,2,0.052,4.000e-4,-4.000e-4,0,1,,,,0,0,,,,0,1,0.015,0.008,-0.007,0,1,Mass,,,,0,0,4.479,0.001,-0.001,0,2,0,1,0.910,0.020,-0.020,0.000,2,0.840,0.010,-0.010,0,3,277.700,2.900,-2.900,0,2,12.682,0.040,0,V (Johnson),5620,42,-45,0,3,0,2018-07-12,,,,12.482,10,K2
170,K2-225 b,228734900,K2-225 b,12 26 09.910,0.0,-09 37 29.29,0.0,Transit,1,0.311,0.023,-0.018,0,2,0.134,0.001,-0.001,0,1,,,,0,0,,,,0,1,0.043,0.010,-0.009,0,1,Mass,,,,0,0,15.872,0.004,-0.003,0,2,0,1,1.270,0.020,-0.040,0.000,2,1.700,0.040,-0.040,0,2,360.300,5.900,-5.700,0,1,11.836,0.158,0,V (Johnson),5742,49,-47,0,2,0,2018-07-12,,,,11.535,10,K2
171,K2-226 b,228736155,K2-226 b,12 14 34.980,0.0,-09 33 45.51,0.0,Transit,1,0.137,0.012,-0.008,0,2,0.041,5.000e-4,-5.000e-4,0,1,,,,0,0,,,,0,1,0.015,0.008,-0.007,0,1,Mass,,,,0,0,3.271,4.900e-4,-5.000e-4,0,2,0,1,0.880,0.030,-0.030,0.000,2,0.910,0.020,-0.020,0,2,211.200,3.400,-3.100,0,1,12.308,0.010,0,V (Johnson),5424,48,-46,0,2,0,2018-07-12,,,,12.042,10,K2
172,K2-227 b,228760097,K2-227 b,12 43 47.633,0.0,-08 28 41.65,0.0,Transit,1,0.149,0.109,-0.016,0,1,,,,,0,,,,,0,88.374,1.222,-7.300,0,1,,,,,0,,,,,,0,13.622,0.003,-0.003,0,1,0,1,0.950,0.030,-0.030,0.000,1,0.890,0.040,-0.030,0,1,,,,,0,12.015,0.241,0,V (Johnson),5673,50,-50,0,1,0,2018-02-15,,,,11.512,10,K2
173,K2-228 b,228798746,K2-228 b,12 29 10.748,0.0,-06 50 03.33,0.0,Transit,1,0.108,0.009,-0.005,0,2,0.034,3.000e-4,-3.000e-4,0,1,,,,0,0,,,,0,1,0.010,0.005,-0.005,0,1,Mass,,,,0,0,2.698,2.200e-4,-2.200e-4,0,2,0,1,0.710,0.020,-0.020,0.000,2,0.650,0.010,-0.010,0,2,142.400,3.200,-3.200,0,1,12.995,0.030,0,V (Johnson),4715,48,-46,0,2,0,2018-07-12,,,,12.660,10,K2
174,K2-229 b,228801451,K2-229 b,12 27 29.582,0.0,-06 43 18.70,0.0,Transit,2,0.102,0.005,-0.003,0,3,0.013,0.000,0.000,0,2,,,,0,1,,,,0,2,0.009,0.004,-0.005,0,2,Mass,,,,0,1,0.584,2.000e-5,-2.000e-5,0,3,0,1,0.870,0.010,-0.010,0.000,3,0.790,0.010,-0.010,0,3,103.800,1.000,-1.000,0,2,10.985,0.079,0,V (Johnson),5315,35,-31,0,3,0,2018-07-12,,,,10.955,10,K2
175,K2-229 c,228801451,K2-229 c,12 27 29.582,0.0,-06 43 18.70,0.0,Transit,2,0.181,0.011,-0.005,0,3,0.077,3.000e-4,-3.000e-4,0,2,,,,0,1,,,,0,2,0.022,0.007,-0.008,0,2,Mass,,,,0,1,8.327,4.100e-4,-4.300e-4,0,3,0,1,0.870,0.010,-0.010,0.000,3,0.790,0.010,-0.010,0,3,103.800,1.000,-1.000,0,2,10.985,0.079,0,V (Johnson),5315,35,-31,0,3,0,2018-07-12,,,,10.955,10,K2
176,K2-230 b,228804845,K2-230 b,12 45 27.169,0.0,-06 34 33.99,0.0,Transit,1,0.175,0.016,-0.014,0,2,0.041,3.000e-4,-2.000e-4,0,1,,,,0,0,,,,0,1,0.020,0.008,-0.008,0,1,Mass,,,,0,0,2.860,6.100e-4,-6.100e-4,0,2,0,1,1.110,0.020,-0.020,0.000,2,1.390,0.040,-0.040,0,2,548.900,14.300,-13.500,0,1,12.707,0.020,0,V (Johnson),5945,23,-25,0,2,0,2018-07-12,,,,12.551,10,K2
177,K2-33 b,205117205,K2-33 b,16 10 14.736,0.0,-19 19 09.38,0.0,Transit,1,0.450,0.030,-0.033,0,2,,,,,1,0.000,,,0,2,89.100,0.600,-1.100,0,2,3.700,,,1,2,Mass,,,,,0,5.425,3.500e-5,-3.100e-5,0,2,0,1,0.560,0.090,-0.090,0.000,2,1.050,0.070,-0.070,0,2,,,,,0,15.714,0.058,0,V (Johnson),3540,70,-70,0,2,0,2016-06-23,,,,14.357,2,K2
178,K2-41 b,212697709,WASP-157 b,13 26 37.247,0.0,-08 19 03.22,0.0,Transit,1,1.065,0.047,-0.047,0,2,0.053,0.002,-0.002,0,1,0.000,,,0,1,84.930,0.450,-0.210,0,2,0.574,0.093,-0.093,0,1,Mass,0.640,0.130,-0.130,0,1,3.952,4.000e-6,-4.000e-6,0,2,0,1,1.260,0.120,-0.120,0.000,2,1.130,0.050,-0.050,0,2,,,,,0,12.910,,0,V (Johnson),5838,140,-140,0,2,0,2016-06-23,12.098,,0,12.193,6,SuperWASP
179,K2-56 b,210848071,BD+20 594 b,03 34 36.232,0.0,+20 35 57.24,0.0,Transit,1,0.230,0.010,-0.010,0,3,,,,0,1,0.000,,,0,2,89.550,0.160,-0.160,0,3,0.070,0.030,-0.030,0,2,Mass,,,,0,1,41.685,0.003,-0.003,0,3,0,1,1.670,0.400,-0.400,0.000,3,1.080,0.060,-0.060,0,3,,,,,0,11.038,0.047,0,V (Johnson),5766,99,-99,0,3,1,2018-04-26,10.794,,0,11.040,4,K2
180,K2-108 b,211736671,K2-108 b,08 13 31.650,0.0,+16 25 10.59,0.0,Transit,1,0.471,0.048,-0.048,0,2,0.057,0.001,-0.001,0,1,0.180,0.042,-0.042,0,1,,,,,1,0.187,0.014,-0.014,0,1,Mass,2.220,0.770,-0.550,0,1,4.734,2.400e-4,-2.400e-4,0,2,0,1,1.120,0.070,-0.050,0.000,2,1.750,0.140,-0.140,0,2,,,,,0,12.330,0.010,0,V (Johnson),5474,60,-60,0,2,0,2017-02-09,,,,12.160,5,K2
181,K2-96 d,220383386,HD 3167 d,00 34 57.524,0.0,+04 22 53.29,0.0,Radial Velocity,3,,,,,0,0.078,2.700e-4,-2.700e-4,0,1,0.360,,,1,1,,,,,0,0.022,0.002,-0.002,0,1,Msini,,,,,0,8.509,0.045,-0.045,0,1,0,0,0.860,0.030,-0.030,0.000,3,0.860,0.040,-0.040,0,3,45.800,2.200,-2.200,0,4,8.940,0.020,0,V (Johnson),5261,60,-60,0,3,0,2017-06-08,,,,8.945,8,W. M. Keck Observatory
182,K2-114 b,211418729,K2-114 b,08 31 31.912,0.0,+11 55 20.15,0.0,Transit,1,0.942,0.032,-0.020,0,1,0.093,6.600e-4,-5.900e-4,0,1,0.000,,,0,1,89.530,0.300,-0.250,0,1,1.850,0.230,-0.220,0,1,Mass,2.990,0.460,-0.450,0,1,11.391,1.800e-4,-1.700e-4,0,1,0,1,0.830,0.020,-0.020,0.000,1,0.830,0.030,-0.020,0,1,,,,,0,14.556,0.020,0,V (Johnson),5027,62,-57,0,1,0,2017-09-15,,,,14.286,5,K2
183,K2-115 b,211442297,K2-115 b,08 26 12.827,0.0,+12 16 54.97,0.0,Transit,1,1.115,0.057,-0.061,0,1,0.137,0.001,-0.001,0,1,0.137,0.072,-0.074,0,1,88.820,0.150,-0.150,0,1,0.840,0.180,-0.200,0,1,Mass,0.820,0.300,-0.240,0,1,20.273,3.600e-5,-3.700e-5,0,1,0,1,0.830,0.020,-0.020,0.000,1,0.880,0.050,-0.050,0,1,,,,,0,13.362,0.010,0,V (Johnson),5560,56,-58,0,1,0,2017-09-28,,,,13.192,5,K2
184,K2-137 b,228813918,K2-137 b,12 27 28.975,0.0,-06 11 42.81,0.0,Transit,1,0.079,0.008,-0.008,0,1,0.006,6.000e-4,-6.000e-4,0,1,0.000,,,0,1,89.600,3.300,-3.300,0,1,0.500,,,1,1,Mass,,,,0,0,0.180,1.000e-6,-1.000e-6,0,1,0,1,0.460,0.050,-0.050,0.000,1,0.440,0.040,-0.040,0,1,,,,,0,15.498,0.054,0,V (Johnson),3492,70,-70,0,1,0,2017-11-16,,,,14.534,10,K2
185,K2-138 b,245950175,K2-138 b,23 15 47.769,0.0,-10 50 58.91,0.0,Transit,5,0.140,0.025,-0.015,0,1,0.034,2.400e-4,-2.400e-4,0,1,0.403,,,1,1,86.900,2.200,-4.600,0,1,,,,0,0,,,,,0,0,2.353,3.600e-4,-3.600e-4,0,1,0,1,0.930,0.060,-0.060,0.000,1,0.860,0.080,-0.080,0,1,183.000,17.000,-17.000,0,1,12.210,0.030,0,V (Johnson),5378,60,-60,0,1,0,2018-01-11,,,,12.069,12,K2
186,K2-138 c,245950175,K2-138 c,23 15 47.769,0.0,-10 50 58.91,0.0,Transit,5,0.225,0.030,-0.014,0,1,0.045,3.200e-4,-3.200e-4,0,1,0.296,,,1,1,87.500,1.800,-3.300,0,1,,,,0,0,,,,,0,0,3.560,2.300e-4,-2.200e-4,0,1,0,1,0.930,0.060,-0.060,0.000,1,0.860,0.080,-0.080,0,1,183.000,17.000,-17.000,0,1,12.210,0.030,0,V (Johnson),5378,60,-60,0,1,0,2018-01-11,,,,12.069,12,K2
187,K2-138 d,245950175,K2-138 d,23 15 47.769,0.0,-10 50 58.91,0.0,Transit,5,0.237,0.035,-0.016,0,1,0.059,4.200e-4,-4.200e-4,0,1,0.348,,,1,1,87.900,1.500,-2.800,0,1,,,,0,0,,,,,0,0,5.405,4.800e-4,-4.600e-4,0,1,0,1,0.930,0.060,-0.060,0.000,1,0.860,0.080,-0.080,0,1,183.000,17.000,-17.000,0,1,12.210,0.030,0,V (Johnson),5378,60,-60,0,1,0,2018-01-11,,,,12.069,12,K2
188,K2-138 e,245950175,K2-138 e,23 15 47.769,0.0,-10 50 58.91,0.0,Transit,5,0.294,0.031,-0.016,0,1,0.078,5.600e-4,-5.600e-4,0,1,0.315,,,1,1,88.700,0.930,-1.660,0,1,,,,0,0,,,,,0,0,8.261,4.500e-4,-4.400e-4,0,1,0,1,0.930,0.060,-0.060,0.000,1,0.860,0.080,-0.080,0,1,183.000,17.000,-17.000,0,1,12.210,0.030,0,V (Johnson),5378,60,-60,0,1,0,2018-01-11,,,,12.069,12,K2
189,K2-138 f,245950175,K2-138 f,23 15 47.769,0.0,-10 50 58.91,0.0,Transit,5,0.251,0.032,-0.017,0,1,0.104,7.400e-4,-7.500e-4,0,1,0.364,,,1,1,89.030,0.700,-1.220,0,1,,,,0,0,,,,,0,0,12.758,9.200e-4,-9.200e-4,0,1,0,1,0.930,0.060,-0.060,0.000,1,0.860,0.080,-0.080,0,1,183.000,17.000,-17.000,0,1,12.210,0.030,0,V (Johnson),5378,60,-60,0,1,0,2018-01-11,,,,12.069,12,K2
190,K2-231 b,219800881,K2-231 b,19 16 22.038,0.0,-15 46 15.99,0.0,Transit,1,0.223,0.018,-0.018,0,1,,,,0,0,,,,0,0,88.600,0.900,-0.600,0,1,,,,0,0,,,,,0,0,13.842,0.001,-0.001,0,1,0,1,1.010,0.030,-0.030,0.000,1,0.950,0.030,-0.030,0,1,295.000,5.000,-5.000,0,1,12.708,0.040,0,V (Johnson),5695,50,-50,0,1,0,2018-04-05,,,,12.507,7,K2
191,K2-232 b,247098361,K2-232 b,04 55 03.962,0.0,+18 39 16.33,0.0,Transit,1,1.000,0.022,-0.020,0,1,0.104,8.100e-4,-7.700e-4,0,1,0.258,0.025,-0.025,0,1,89.140,0.130,-0.110,0,1,0.398,0.037,-0.037,0,1,Mass,,,,0,0,11.168,2.300e-5,-2.300e-5,0,1,0,1,1.190,0.030,-0.030,0.000,1,1.160,0.020,-0.020,0,1,129.970,4.620,-4.620,0,1,9.899,0.039,0,V (Johnson),6154,60,-60,0,1,0,2018-04-05,9.677,,0,9.789,13,K2
192,K2-234 b,248777106,HD 89345 b,10 18 41.056,0.0,+10 07 44.50,0.0,Transit,1,0.612,0.012,-0.012,0,1,0.105,0.001,-0.001,0,1,0.203,0.031,-0.031,0,1,,,,0,0,0.112,0.010,-0.010,0,1,Mass,0.609,0.067,-0.067,0,1,11.814,8.600e-4,-8.600e-4,0,1,0,1,1.120,0.040,-0.010,0.000,1,1.660,0.020,0.000,0,2,126.740,20.590,-30.490,0,3,9.376,0.028,0,V (Johnson),5499,73,-73,0,2,1,2018-05-31,,,,9.204,14,K2
193,K2-235 b,228724232,WASP-107 b,12 33 32.849,0.0,-10 08 46.14,0.0,Transit,1,0.940,0.020,-0.020,0,3,0.055,0.001,-0.001,0,3,0.000,,,0,3,89.700,0.200,-0.200,0,3,0.120,0.010,-0.010,0,3,Mass,0.190,0.030,-0.030,0,2,5.721,2.000e-6,-2.000e-6,0,3,0,0,0.690,0.050,-0.050,0.000,3,0.660,0.020,-0.020,0,3,,,,,0,11.471,0.196,0,V (Johnson),4430,120,-120,0,2,0,2017-08-17,,,,11.243,10,SuperWASP-South
194,K2-236 b,211945201,EPIC 211945201 b,09 06 17.754,0.0,+19 24 08.11,0.0,Transit,1,0.546,0.009,-0.009,0,1,0.148,0.004,-0.004,0,1,0.000,,,0,1,87.900,0.060,-0.060,0,1,0.085,0.044,-0.040,0,1,Mass,0.650,0.340,-0.300,0,1,19.492,1.000e-5,-1.000e-5,0,1,0,0,1.180,0.030,-0.040,0.000,1,1.380,0.020,-0.020,0,2,182.600,1.300,-1.300,0,2,10.154,0.056,0,V (Johnson),6025,100,-100,0,2,0,2018-05-31,,,,10.115,5,K2
195,K2-237 b,229426032,K2-237 b,16 55 04.534,0.0,-28 42 38.03,0.0,Transit,1,1.650,0.070,-0.080,0,1,0.037,0.002,-0.002,0,1,0.000,,,0,1,84.300,0.700,-0.400,0,1,1.600,0.110,-0.110,0,1,Mass,0.440,0.080,-0.060,0,1,2.181,2.000e-5,-2.000e-5,0,1,0,1,1.280,0.030,-0.040,0.000,1,1.430,0.060,-0.070,0,2,458.000,196.000,-118.000,0,2,11.601,0.050,0,V (Johnson),6257,100,-100,0,2,0,2018-06-21,,,,11.468,11,Paranal Observatory
196,K2-238 b,246067459,K2-238 b,23 10 49.043,0.0,-07 51 27.00,0.0,Transit,1,1.300,0.150,-0.140,0,1,0.046,0.007,-0.006,0,1,0.000,,,0,1,84.500,1.800,-1.500,0,1,0.860,0.130,-0.120,0,1,Mass,0.560,0.250,-0.160,0,1,3.205,3.000e-5,-3.000e-5,0,1,0,1,1.190,0.080,-0.080,0.000,1,1.590,0.160,-0.160,0,1,453.000,72.000,-46.000,0,2,13.748,0.020,0,V (Johnson),5630,78,-78,0,2,0,2018-06-21,,,,13.552,12,Paranal Observatory
197,K2-239 b,248545986,K2-239 b,10 42 22.632,0.0,+04 26 28.86,0.0,Transit,3,0.098,0.009,-0.009,0,1,0.044,8.000e-4,-8.000e-4,0,1,,,,0,0,88.990,0.680,-0.870,0,1,0.004,0.001,-0.001,0,1,Mass,,,,0,0,5.240,0.001,-0.001,0,1,0,1,0.400,0.010,-0.010,0.000,1,0.360,0.010,-0.010,0,1,49.000,3.000,-3.000,0,2,14.549,0.040,0,V (Johnson),3420,18,-18,0,2,0,2018-06-21,,,,13.545,14,K2
198,K2-239 c,248545986,K2-239 c,10 42 22.632,0.0,+04 26 28.86,0.0,Transit,3,0.089,0.009,-0.009,0,1,0.058,9.000e-4,-9.000e-4,0,1,,,,0,0,88.770,0.700,-0.570,0,1,0.003,9.400e-4,-9.400e-4,0,1,Mass,,,,0,0,7.775,0.001,-0.001,0,1,0,1,0.400,0.010,-0.010,0.000,1,0.360,0.010,-0.010,0,1,49.000,3.000,-3.000,0,2,14.549,0.040,0,V (Johnson),3420,18,-18,0,2,0,2018-06-21,,,,13.545,14,K2
199,K2-239 d,248545986,K2-239 d,10 42 22.632,0.0,+04 26 28.86,0.0,Transit,3,0.098,0.009,-0.009,0,1,0.069,0.001,-0.001,0,1,,,,0,0,89.430,0.380,-0.450,0,1,0.004,0.001,-0.001,0,1,Mass,,,,0,0,10.115,0.001,-0.001,0,1,0,1,0.400,0.010,-0.010,0.000,1,0.360,0.010,-0.010,0,1,49.000,3.000,-3.000,0,2,14.549,0.040,0,V (Johnson),3420,18,-18,0,2,0,2018-06-21,,,,13.545,14,K2
200,K2-240 b,249801827,K2-240 b,15 11 23.906,0.0,-17 52 30.78,0.0,Transit,2,0.178,0.018,-0.009,0,1,0.051,9.000e-4,-9.000e-4,0,1,,,,0,0,89.260,0.510,-0.640,0,1,0.016,0.002,-6.300e-4,0,1,Mass,,,,0,0,6.034,0.001,-0.001,0,1,0,1,0.580,0.010,-0.010,0.000,1,0.540,0.010,-0.010,0,2,70.000,3.000,-3.000,0,2,13.392,0.010,0,V (Johnson),3810,17,-17,0,2,0,2018-06-21,,,,12.666,15,K2
201,K2-240 c,249801827,K2-240 c,15 11 23.906,0.0,-17 52 30.78,0.0,Transit,2,0.161,0.027,-0.009,0,1,0.116,0.002,-0.002,0,1,,,,0,0,89.660,0.220,-0.260,0,1,0.014,0.002,-9.400e-4,0,1,Mass,,,,0,0,20.523,0.001,-0.001,0,1,0,1,0.580,0.010,-0.010,0.000,1,0.540,0.010,-0.010,0,2,70.000,3.000,-3.000,0,2,13.392,0.010,0,V (Johnson),3810,17,-17,0,2,0,2018-06-21,,,,12.666,15,K2
202,K2-241 b,201092629,K2-241 b,12 04 57.448,0.0,-06 48 17.73,0.0,Transit,1,0.227,0.016,-0.009,0,1,0.157,7.000e-4,-8.000e-4,0,1,,,,0,0,,,,0,0,0.029,0.008,-0.008,0,1,Mass,,,,0,0,26.820,0.002,-0.002,0,1,0,1,0.710,0.010,-0.010,0.000,1,0.750,0.010,-0.010,0,2,149.600,1.100,-1.000,0,2,11.970,0.226,0,V (Johnson),5262,43,-39,0,2,0,2018-07-12,,,,11.858,10,K2
203,K2-242 b,201102594,K2-242 b,11 59 20.618,0.0,-06 31 04.26,0.0,Transit,1,0.227,0.019,-0.017,0,1,0.049,4.000e-4,-4.000e-4,0,1,,,,0,0,,,,0,0,0.028,0.009,-0.008,0,1,Mass,,,,0,0,6.514,8.200e-4,-8.300e-4,0,1,0,1,0.380,0.010,-0.010,0.000,1,0.370,0.010,-0.010,0,1,109.600,0.600,-0.600,0,2,16.588,0.080,0,V (Johnson),3459,65,-38,0,2,0,2018-07-12,,,,15.615,10,K2
204,K2-158 c,201132684,K2-158 c,11 59 45.597,0.0,-05 43 18.15,0.0,Transit,2,0.114,0.012,-0.009,0,1,0.062,6.000e-4,-6.000e-4,0,1,,,,0,0,,,,0,0,0.011,0.006,-0.006,0,1,Mass,,,,0,0,5.903,0.002,-0.002,0,1,0,1,0.920,0.030,-0.020,0.000,2,0.950,0.020,-0.020,0,3,198.200,2.100,-2.100,0,2,11.774,0.174,0,V (Johnson),5503,51,-48,0,3,0,2018-07-12,,,,11.678,10,K2
205,K2-243 b,201166680,K2-243 b,12 04 29.136,0.0,-04 53 57.07,0.0,Transit,2,0.194,0.012,-0.011,0,1,0.109,0.001,-0.001,0,1,,,,0,0,,,,0,0,0.023,0.008,-0.007,0,1,Mass,,,,0,0,11.542,0.003,-0.002,0,1,0,1,1.290,0.040,-0.060,0.000,1,1.390,0.030,-0.030,0,2,269.200,3.600,-3.400,0,2,10.970,0.096,0,V (Johnson),6570,269,-171,0,2,0,2018-07-12,,,,10.897,10,K2
206,K2-243 c,201166680,K2-243 c,12 04 29.136,0.0,-04 53 57.07,0.0,Transit,2,0.179,0.013,-0.012,0,1,0.182,0.002,-0.002,0,1,,,,0,0,,,,0,0,0.021,0.008,-0.007,0,1,Mass,,,,0,0,24.946,0.005,-0.006,0,1,0,1,1.290,0.040,-0.060,0.000,1,1.390,0.030,-0.030,0,2,269.200,3.600,-3.400,0,2,10.970,0.096,0,V (Johnson),6570,269,-171,0,2,0,2018-07-12,,,,10.897,10,K2
207,K2-244 b,201211526,K2-244 b,12 13 52.540,0.0,-03 49 54.72,0.0,Transit,1,0.156,0.012,-0.009,0,1,0.142,0.001,-0.001,0,1,,,,0,0,,,,0,0,0.018,0.008,-0.007,0,1,Mass,,,,0,0,21.069,0.003,-0.003,0,1,0,1,0.860,0.020,-0.020,0.000,1,0.920,0.020,-0.010,0,2,214.000,2.400,-2.300,0,2,11.780,0.176,0,V (Johnson),5677,38,-39,0,2,0,2018-07-12,,,,11.696,10,K2
208,K2-245 b,201357643,K2-245 b,12 20 43.605,0.0,-01 35 27.20,0.0,Transit,1,0.387,0.017,-0.012,0,1,0.096,6.000e-4,-6.000e-4,0,1,,,,0,0,,,,0,0,0.057,0.012,-0.011,0,1,Mass,,,,0,0,11.893,6.500e-4,-6.300e-4,0,1,0,1,0.830,0.020,-0.010,0.000,1,1.250,0.030,-0.030,0,2,463.400,9.100,-8.400,0,2,12.212,0.160,0,V (Johnson),5793,66,-52,0,2,0,2018-07-12,,,,11.998,10,K2
209,K2-246 b,201386739,K2-246 b,12 06 31.132,0.0,-01 09 38.02,0.0,Transit,1,0.311,0.022,-0.019,0,1,0.060,4.000e-4,-4.000e-4,0,1,,,,0,0,,,,0,0,0.043,0.009,-0.009,0,1,Mass,,,,0,0,5.769,8.100e-4,-8.200e-4,0,1,0,1,0.870,0.020,-0.020,0.000,1,0.940,0.030,-0.030,0,2,723.100,24.900,-24.700,0,2,14.550,0.030,0,V (Johnson),5610,32,-29,0,2,0,2018-07-12,,,,14.423,10,K2
210,K2-22 b,201637175,K2-22 b,11 17 55.877,0.0,+02 37 08.65,0.0,Transit,1,0.223,0.036,-0.036,1,3,0.009,8.000e-4,-8.000e-4,0,3,,,,,1,,,,,1,1.400,,,1,1,Mass,,,,,0,0.381,1.000e-6,-1.000e-6,0,3,0,1,0.600,0.070,-0.070,0.000,3,0.570,0.060,-0.060,0,3,,,,,0,15.597,0.050,0,V (Johnson),3830,100,-100,0,3,0,2015-10-15,,,,14.928,1,K2
